,County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
174,ST. LAWRENCE,733234,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18388,52,S MAIN ST,,,HAMMOND,NY,13646,0,POINT (444637.3330900372 4921493.14873744),3345,36,089,492900,1400000US36089492900,36089492900,4929,Census Tract 4929,NY,St. Lawrence County,New York,CT,258998791,44412638
175,ORLEANS,733232,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18377,16669,ROOSEVELT HWY,,,KENDALL,NY,14476,9160,POINT (253692.1128657453 4800677.528930828),5014,36,073,401300,1400000US36073401300,36073401300,4013,Census Tract 4013,NY,Orleans County,New York,CT,164821172,1558999
176,BROOME,733229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18570,2225,AIRPORT RD,,,BINGHAMTON,NY,13905,13500,POINT (418637.1238167965 4671643.577616368),3423,36,007,010200,1400000US36007010200,36007010200,102,Census Tract 102,NY,Broome County,New York,CT,117946363,304276
177,SARATOGA,733226,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16997,51,LEONARD ST,,,GANSEVOORT,NY,12831,3000,POINT (609957.1127608622 4784131.468074917),2257,36,091,060800,1400000US36091060800,36091060800,608,Census Tract 608,NY,Saratoga County,New York,CT,83652853,1603766
178,NIAGARA,732351,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18480,3887,MAPLETON RD,,,NORTH TONAWANDA,NY,14120,7500,POINT (188118.5634844956 4781544.874570686),5314,36,063,022717,1400000US36063022717,36063022717,227.17,Census Tract 227.17,NY,Niagara County,New York,CT,30368286,0
179,MONTGOMERY,732158,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18503,201,E MAIN ST,,,AMSTERDAM,NY,12010,9160,POINT (566411.3139632405 4753750.111195772),900,36,057,070900,1400000US36057070900,36057070900,709,Census Tract 709,NY,Montgomery County,New York,CT,1239481,193108
180,CHAUTAUQUA,731678,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18496,4884,RTE 430,,,BEMUS POINT,NY,14712,9160,POINT (135021.3782780425 4681899.731186116),3549,36,013,036901,1400000US36013036901,36013036901,369.01,Census Tract 369.01,NY,Chautauqua County,New York,CT,169162630,325714
181,ALLEGANY,731485,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17999,8874,ST ROUTE 243,,,RUSHFORD,NY,14777,9217,POINT (232975.3290384431 4698091.17660932),3829,36,003,950300,1400000US36003950300,36003950300,9503,Census Tract 9503,NY,Allegany County,New York,CT,232017438,2013702
182,BROOME,731469,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18376,1538,CONKLIN RD,,,CONKLIN,NY,13748,0,POINT (433925.4003410833 4652585.196752065),5027,36,007,012701,1400000US36007012701,36007012701,127.01,Census Tract 127.01,NY,Broome County,New York,CT,63367948,1262039
183,CHAUTAUQUA,731468,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22154,5817,JAMESTOWN ST,,,SINCLAIRVILLE,NY,14782,9346,POINT (148039.6675441063 4686730.071838093),3549,36,013,036901,1400000US36013036901,36013036901,369.01,Census Tract 369.01,NY,Chautauqua County,New York,CT,169162630,325714
184,CHAUTAUQUA,731467,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18261,50,E MAIN ST,,,RIPLEY,NY,14775,7520,POINT (111856.4713516022 4690303.927274046),3544,36,013,036600,1400000US36013036600,36013036600,366,Census Tract 366,NY,Chautauqua County,New York,CT,219138951,6916410
185,CATTARAUGUS,731466,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18458,529,PINE ST,,,SOUTH DAYTON,NY,14138,9346,POINT (165808.9477494386 4698254.93239804),4553,36,009,960500,1400000US36009960500,36009960500,9605,Census Tract 9605,NY,Cattaraugus County,New York,CT,292692599,2078216
186,WYOMING,731379,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17666,5720,RT 19A,,,CASTILE,NY,14427,3000,POINT (248717.4699427605 4723481.104148292),1808,36,121,970700,1400000US36121970700,36121970700,9707,Census Tract 9707,NY,Wyoming County,New York,CT,95778110,3665729
187,KINGS,730633,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19215,2027,UTICA AVE,,,BROOKLYN,NY,11234,8000,POINT (590752.4397887064 4497389.006179778),2101,36,047,068000,1400000US36047068000,36047068000,680,Census Tract 680,NY,Kings County,New York,CT,168859,0
188,ONEIDA,730580,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 12183,1112,MOHAWK ST,,,UTICA,NY,13501,3000,POINT (481929.0504611991 4770956.299866991),2351,36,065,021302,1400000US36065021302,36065021302,213.02,Census Tract 213.02,NY,Oneida County,New York,CT,1632506,0
189,ORANGE,730579,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17793,1035,ROUTE 209,,,CUDDEBACKVILLE,NY,12729,8000,POINT (533941.3557690852 4590260.730674127),4774,36,071,011602,1400000US36071011602,36071011602,116.02,Census Tract 116.02,NY,Orange County,New York,CT,105570709,2375481
190,CATTARAUGUS,730578,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17913,10011,ROUTE 16,,,MACHIAS,NY,14101,9200,POINT (213739.5090509262 4704010.931757132),3542,36,009,960200,1400000US36009960200,36009960200,9602,Census Tract 9602,NY,Cattaraugus County,New York,CT,68448630,1461870
191,FRANKLIN,730577,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17932,116,COUNTY ROUTE 5,,,DICKINSON CENTER,NY,12930,0,POINT (535953.5671355682 4947573.410234039),4000,36,033,951300,1400000US36033951300,36033951300,9513,Census Tract 9513,NY,Franklin County,New York,CT,221390021,405556
192,NIAGARA,730576,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 18375,6408,CAMPBELL BLVD,,,LOCKPORT,NY,14094,0,POINT (193340.4571997679 4780626.388239792),4815,36,063,022702,1400000US36063022702,36063022702,227.02,Census Tract 227.02,NY,Niagara County,New York,CT,70153542,699417
193,WESTCHESTER,730575,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19009,205,E 3RD ST,,,MOUNT VERNON,NY,10553,5000,POINT (598701.4493194995 4529262.717986397),1624,36,119,003300,1400000US36119003300,36119003300,33,Census Tract 33,NY,Westchester County,New York,CT,624485,0
194,QUEENS,730574,Store,A,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19203,3527,31ST ST,,,ASTORIA,NY,11106,0,POINT (590410.0496991844 4512372.612120274),1848,36,081,005300,1400000US36081005300,36081005300,53,Census Tract 53,NY,Queens County,New York,CT,196497,0
195,KINGS,730573,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19212,112,E 98TH ST #126,,,BROOKLYN,NY,11212,2000,POINT (591121.0821087193 4502015.5425521),104,36,047,089200,1400000US36047089200,36047089200,892,Census Tract 892,NY,Kings County,New York,CT,179663,0
196,KINGS,730571,Store,A,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19213,1192,MYRTLE AVE,,,BROOKLYN,NY,11221,15000,POINT (590298.5421604086 4505707.457219854),77,36,047,039300,1400000US36047039300,36047039300,393,Census Tract 393,NY,Kings County,New York,CT,189603,0
197,KINGS,730570,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19214,1450,ROCKAWAY PARKWAY,,,BROOKLYN,NY,11236,1500,POINT (592848.6173432772 4499894.554406459),4526,36,047,096800,1400000US36047096800,36047096800,968,Census Tract 968,NY,Kings County,New York,CT,149019,0
198,KINGS,730568,Store,A,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19216,226,MOTHER GASTON BLVD,,,BROOKLYN,NY,11233,0,POINT (592244.5066638386 4503100.846915144),4819,36,047,036502,1400000US36047036502,36047036502,365.02,Census Tract 365.02,NY,Kings County,New York,CT,122056,0
199,QUEENS,730566,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19221,1479,BEACH CHANNEL DR,,,FAR ROCKAWAY,NY,11691,0,POINT (605423.0940747955 4496197.804995548),153,36,081,103201,1400000US36081103201,36081103201,1032.01,Census Tract 1032.01,NY,Queens County,New York,CT,399541,28173
200,ERIE,730565,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19220,41,BUFFALO RD,,,EAST AURORA,NY,14052,11100,POINT (202947.7592628375 4741500.018102764),2529,36,029,013802,1400000US36029013802,36029013802,138.02,Census Tract 138.02,NY,Erie County,New York,CT,53171090,44713
201,FULTON,730564,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19226,200,N COMRIE AVE,,,JOHNSTOWN,NY,12095,5500,POINT (552167.859993047 4762558.812745082),3384,36,035,971200,1400000US36035971200,36035971200,9712,Census Tract 9712,NY,Fulton County,New York,CT,4873800,0
202,MONROE,730563,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19237,529,MONROE AVE,,,ROCHESTER,NY,14607,0,POINT (289134.472984393 4780286.668967142),5263,36,055,003000,1400000US36055003000,36055003000,30,Census Tract 30,NY,Monroe County,New York,CT,438635,0
203,MONROE,730562,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19236,2390,LYELL AVE,,,ROCHESTER,NY,14606,0,POINT (281256.1743280856 4782754.459654446),1783,36,055,014301,1400000US36055014301,36055014301,143.01,Census Tract 143.01,NY,Monroe County,New York,CT,2762436,66653
204,MONROE,730560,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19235,1004,CULVER RD,,,ROCHESTER,NY,14609,9785,POINT (291579.7221576017 4782157.076048302),9,36,055,006000,1400000US36055006000,36055006000,60,Census Tract 60,NY,Monroe County,New York,CT,902895,0
205,QUEENS,730559,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19234,1815,GATES AVE,,,RIDGEWOOD,NY,11385,2000,POINT (592238.2634650616 4506439.580907592),3045,36,081,054700,1400000US36081054700,36081054700,547,Census Tract 547,NY,Queens County,New York,CT,129153,0
206,ONONDAGA,730554,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19245,4141,S SALINA ST,,,SYRACUSE,NY,13205,7000,POINT (406987.8363642874 4762356.549969306),863,36,067,006101,1400000US36067006101,36067006101,61.01,Census Tract 61.01,NY,Onondaga County,New York,CT,1364424,0
207,QUEENS,730553,Store,JAC,DOLGENCORP OF NEWYORK INC,DOLLAR GENERAL # 19222,7134,MYRTLE AVE,,,GLENDALE,NY,11385,5500,POINT (594737.8691231826 4506283.735475326),2993,36,081,062900,1400000US36081062900,36081062900,629,Census Tract 629,NY,Queens County,New York,CT,183530,0
208,ERIE,730551,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19223,2391,GRAND ISLAND BLVD,,,GRAND ISLAND,NY,14072,0,POINT (176730.2779766437 4771451.384733479),3851,36,029,007303,1400000US36029007303,36029007303,73.03,Census Tract 73.03,NY,Erie County,New York,CT,15264155,2338580
209,MONROE,730549,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19224,4419,DEWEY AVE,,,ROCHESTER,NY,14616,0,POINT (285033.837471534 4792205.574859004),5081,36,055,013601,1400000US36055013601,36055013601,136.01,Census Tract 136.01,NY,Monroe County,New York,CT,2418783,0
210,QUEENS,730548,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19219,13217,14TH AVE,,,COLLEGE POINT,NY,11356,7000,POINT (598241.6998804765 4515807.040687513),4688,36,081,094500,1400000US36081094500,36081094500,945,Census Tract 945,NY,Queens County,New York,CT,1527718,872808
211,KINGS,730547,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19218,4602,AVENUE D,,,BROOKLYN,NY,11203,0,POINT (590224.1815307342 4499541.484643538),1358,36,047,084000,1400000US36047084000,36047084000,840,Census Tract 840,NY,Kings County,New York,CT,170057,0
212,KINGS,730545,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19217,4118,FARRAGUT RD,,,BROOKLYN,NY,11210,6400,POINT (589893.8798028578 4498979.843881078),2105,36,047,083600,1400000US36047083600,36047083600,836,Census Tract 836,NY,Kings County,New York,CT,208197,0
213,ONONDAGA,730532,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19244,220,S GEDDES ST,,,SYRACUSE,NY,13204,0,POINT (404608.8121607113 4766458.792361522),5094,36,067,002901,1400000US36067002901,36067002901,29.01,Census Tract 29.01,NY,Onondaga County,New York,CT,1884803,0
214,RICHMOND,730531,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19243,2264,FOREST AVE,,,STATEN ISLAND,NY,10303,0,POINT (570574.9989592663 4497648.699421664),3803,36,085,030302,1400000US36085030302,36085030302,303.02,Census Tract 303.02,NY,Richmond County,New York,CT,908763,0
215,RICHMOND,730529,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19242,135,CANAL ST,,,STATEN ISLAND,NY,10304,5000,POINT (577968.3680243456 4497744.101752076),2913,36,085,002100,1400000US36085002100,36085002100,21,Census Tract 21,NY,Richmond County,New York,CT,864360,2017877
216,SUFFOLK,730527,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19238,29,ROCKY POINT YAPHUNK RD,,,ROCKY POINT,NY,11778,0,POINT (673350.5511911807 4534368.518906083),4351,36,103,158401,1400000US36103158401,36103158401,1584.01,Census Tract 1584.01,NY,Suffolk County,New York,CT,20900109,0
217,SUFFOLK,730526,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19240,441,WILLIAM FLOYD PKWY,,,SHIRLEY,NY,11967,13000,POINT (680211.0265533782 4516841.090824441),3974,36,103,159517,1400000US36103159517,36103159517,1595.17,Census Tract 1595.17,NY,Suffolk County,New York,CT,2641935,0
218,FRANKLIN,730525,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19239,245,BROADWAY STE 2,,,SARANAC LAKE,NY,12983,0,POINT (568632.9311705023 4909202.132157217),4999,36,033,951000,1400000US36033951000,36033951000,9510,Census Tract 9510,NY,Franklin County,New York,CT,96664004,24820934
219,QUEENS,730523,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19232,168-42,JAMAICA AVE,,,JAMAICA,NY,11432,8600,POINT (602154.8278323142 4506906.859084406),3658,36,081,044400,1400000US36081044400,36081044400,444,Census Tract 444,NY,Queens County,New York,CT,897125,0
220,QUEENS,730522,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19233,11335,SPRINGFIELD BLVD,,,QUEENS VILLAGE,NY,11429,4500,POINT (606411.0797522839 4506568.946199642),859,36,081,058200,1400000US36081058200,36081058200,582,Census Tract 582,NY,Queens County,New York,CT,563649,0
221,ONONDAGA,730521,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19228,2202,BREWERTON RD,,,MATTYDALE,NY,13211,9994,POINT (406865.3041402227 4772332.686101562),3697,36,067,013900,1400000US36067013900,36067013900,139,Census Tract 139,NY,Onondaga County,New York,CT,4608637,0
222,SUFFOLK,730519,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19227,660,N WELLWOOD AVE,,,LINDENHURST,NY,11757,2200,POINT (636438.4589183318 4507029.785053614),4078,36,103,123404,1400000US36103123404,36103123404,1234.04,Census Tract 1234.04,NY,Suffolk County,New York,CT,2105125,0
223,QUEENS,730518,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19225,11205,SUTPHIN BLVD,,,JAMAICA,NY,11435,5000,POINT (601879.8312073015 4504757.095815651),1881,36,081,027000,1400000US36081027000,36081027000,270,Census Tract 270,NY,Queens County,New York,CT,185072,0
224,DUTCHESS,730514,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19230,258,HOOKER AVE,,,POUGHKEEPSIE,NY,12603,2000,POINT (590686.3790150543 4615536.04326318),889,36,027,220901,1400000US36027220901,36027220901,2209.01,Census Tract 2209.01,NY,Dutchess County,New York,CT,1332168,0
225,QUEENS,730513,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19231,112-12,JAMAICA AVE,,,RICHMOND HILL,NY,11418,0,POINT (598357.4717198737 4505842.055765805),493,36,081,012400,1400000US36081012400,36081012400,124,Census Tract 124,NY,Queens County,New York,CT,197659,0
226,TOMPKINS,730512,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17711,2124,MECKLENBURG RD,,,ITHACA,NY,14850,0,POINT (365689.2235466875 4701191.131950589),3326,36,109,001700,1400000US36109001700,36109001700,17,Census Tract 17,NY,Tompkins County,New York,CT,119634912,354060
227,CHAUTAUQUA,730511,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17678,112,OSBORNE ST,,,SHERMAN,NY,14781,9160,POINT (120398.8000233312 4677356.023769745),2172,36,013,036700,1400000US36013036700,36013036700,367,Census Tract 367,NY,Chautauqua County,New York,CT,281647564,630690
228,GREENE,730510,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17472,3647,RTE 145,,,EAST DURHAM,NY,12423,8000,POINT (570477.6803463079 4693788.898221348),3321,36,039,080202,1400000US36039080202,36039080202,802.02,Census Tract 802.02,NY,Greene County,New York,CT,127723671,107280
229,BRONX,730509,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19211,900,SOUTHERN BLVD,,,BRONX,NY,10459,1500,POINT (593377.9520377342 4519305.563688993),1548,36,005,008900,1400000US36005008900,36005008900,89,Census Tract 89,NY,Bronx County,New York,CT,110291,0
230,ST. LAWRENCE,730508,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17684,6,MCLIWEE RD,,,HEUVELTON,NY,13654,10000,POINT (467362.947478243 4941184.844163886),3352,36,089,491700,1400000US36089491700,36089491700,4917,Census Tract 4917,NY,St. Lawrence County,New York,CT,169642767,14771516
231,BRONX,730507,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19204,1041,PROSPECT AVE,,,BRONX,NY,10459,0,POINT (592744.9333123734 4519905.595668203),3179,36,005,013100,1400000US36005013100,36005013100,131,Census Tract 131,NY,Bronx County,New York,CT,230967,0
232,BRONX,730506,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19205,1312,SOUTHER BLVD,,,BRONX,NY,10459,1500,POINT (593487.3585866559 4520609.070876044),1978,36,005,012300,1400000US36005012300,36005012300,123,Census Tract 123,NY,Bronx County,New York,CT,303327,0
233,BRONX,730505,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19206,1412,JEROME AVE,,,BRONX,NY,10452,0,POINT (591298.4028714804 4521652.400448786),2056,36,005,022300,1400000US36005022300,36005022300,223,Census Tract 223,NY,Bronx County,New York,CT,92765,0
234,BRONX,730503,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19207,2500,WHITE PLAINS RD,,,BRONX,NY,10467,7800,POINT (595465.7280153171 4524211.477762158),3257,36,005,033000,1400000US36005033000,36005033000,330,Census Tract 330,NY,Bronx County,New York,CT,206129,0
235,BRONX,730500,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19208,3555,WHITE PLAINS RD,,,BRONX,NY,10467,7500,POINT (595555.7998989311 4525926.989694158),3845,36,005,037800,1400000US36005037800,36005037800,378,Census Tract 378,NY,Bronx County,New York,CT,131851,0
236,BRONX,730494,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19210,528,JACKSON AVE,,,BRONX,NY,10455,0,POINT (592001.0618734806 4518528.178398506),678,36,005,003500,1400000US36005003500,36005003500,35,Census Tract 35,NY,Bronx County,New York,CT,142005,0
237,ST. LAWRENCE,729527,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17768,2776,NYS RT 11B,,,NICHOLVILLE,NY,12965,0,POINT (522983.9722038924 4948441.714594034),2658,36,089,493000,1400000US36089493000,36089493000,4930,Census Tract 4930,NY,St. Lawrence County,New York,CT,1348133135,58802690
238,CATTARAUGUS,729525,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17674,3545,RT 16,,,HINSDALE,NY,14743,9200,POINT (219162.9389070544 4672277.971975276),3540,36,009,961000,1400000US36009961000,36009961000,9610,Census Tract 9610,NY,Cattaraugus County,New York,CT,169315328,367177
239,CLINTON,729524,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17480,1945,STATE RT 3,,,CADYVILLE,NY,12918,9346,POINT (609319.6058749032 4950960.236693693),3170,36,019,100700,1400000US36019100700,36019100700,1007,Census Tract 1007,NY,Clinton County,New York,CT,41573684,1130788
240,SULLIVAN,729523,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16890,37,GLEN WILD RD,,,ROCK HILL,NY,12775,7263,POINT (533468.3859500855 4608632.160816641),2603,36,105,951701,1400000US36105951701,36105951701,9517.01,Census Tract 9517.01,NY,Sullivan County,New York,CT,80751463,4230629
241,ST. LAWRENCE,729522,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17784,4906,NYS RT 56,,,COLTON,NY,13625,0,POINT (504391.8706866679 4933797.782956492),3997,36,089,492301,1400000US36089492301,36089492301,4923.01,Census Tract 4923.01,NY,St. Lawrence County,New York,CT,217235603,6328008
242,LEWIS,729489,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17843,9680,STATE RT 812,,,CROGHAN,NY,13327,9160,POINT (468646.301965713 4859609.685835876),5228,36,049,950101,1400000US36049950101,36049950101,9501.01,Census Tract 9501.01,NY,Lewis County,New York,CT,336349059,4173393
243,SARATOGA,729106,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16423,44,SPRING ST,,,SCHUYLERVILLE,NY,12871,5000,POINT (615085.21020318 4773429.015025062),4206,36,091,060902,1400000US36091060902,36091060902,609.02,Census Tract 609.02,NY,Saratoga County,New York,CT,2679450,140897
244,OTSEGO,728903,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17580,1975,STATE ROUTE 80,,,EDMESTON,NY,13335,0,POINT (481883.8918279757 4727583.637033337),3783,36,077,590401,1400000US36077590401,36077590401,5904.01,Census Tract 5904.01,NY,Otsego County,New York,CT,114739092,210742
245,RENSSELAER,728902,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17476,18322,NYS ROUTE 22,,,BERLIN,NY,12022,0,POINT (633168.8245089962 4728452.397730984),4728,36,083,052103,1400000US36083052103,36083052103,521.03,Census Tract 521.03,NY,Rensselaer County,New York,CT,154353157,827021
246,CLINTON,728901,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17063,7143,ROUTE 9,,,PLATTSBURGH,NY,12901,9160,POINT (623843.2930278375 4953828.941288134),3927,36,019,100800,1400000US36019100800,36019100800,1008,Census Tract 1008,NY,Clinton County,New York,CT,43113544,33156445
247,SCHOHARIE,728900,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16110,393,MAIN STREET,,,RICHMONDVILLE,NY,12149,9000,POINT (536625.6333706657 4720551.532899415),245,36,095,740500,1400000US36095740500,36095740500,7405,Census Tract 7405,NY,Schoharie County,New York,CT,174163169,1199665
248,DELAWARE,728623,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17621,36558,ROUTE 23,,,GRAND GORGE,NY,12434,0,POINT (540830.4548882378 4690765.2421998),3446,36,025,971100,1400000US36025971100,36025971100,9711,Census Tract 9711,NY,Delaware County,New York,CT,225624717,1269083
249,GREENE,728622,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16252,6459,NYS 23A,,,TANNERSVILLE,NY,12485,9346,POINT (569810.7713755518 4671628.537807877),3769,36,039,080404,1400000US36039080404,36039080404,804.04,Census Tract 804.04,NY,Greene County,New York,CT,176981239,276871
250,NIAGARA,728621,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18074,6726,TRANSIT RD,,,LOCKPORT,NY,14094,0,POINT (199095.3146642507 4778814.969013019),4815,36,063,022702,1400000US36063022702,36063022702,227.02,Census Tract 227.02,NY,Niagara County,New York,CT,70153542,699417
251,DUTCHESS,728620,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16664,3059,NYS ROUTE 22,,,DOVER PLAINS,NY,12522,8000,POINT (617967.4408569527 4621196.646949325),2180,36,027,040001,1400000US36027040001,36027040001,400.01,Census Tract 400.01,NY,Dutchess County,New York,CT,74503978,1444736
252,CAYUGA,725933,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17989,72,UTICA ST,,,PORT BYRON,NY,13140,7200,POINT (367797.3270889254 4765951.181458346),4528,36,011,040300,1400000US36011040300,36011040300,403,Census Tract 403,NY,Cayuga County,New York,CT,135051407,3511220
253,CATTARAUGUS,725533,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL #17246,5442,NYS RT 353,,,LITTLE VALLEY,NY,14755,9100,POINT (188162.2243623736 4683634.332056677),5134,36,009,960600,1400000US36009960600,36009960600,9606,Census Tract 9606,NY,Cattaraugus County,New York,CT,248756746,540529
254,ALBANY,725467,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 16872,1939,CENTRAL AVE,,,ALBANY,NY,12205,5500,POINT (593578.0626941617 4732430.028539215),2503,36,001,013804,1400000US36001013804,36001013804,138.04,Census Tract 138.04,NY,Albany County,New York,CT,14915816,967
255,STEUBEN,725466,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17267,95,S MAIN ST,,,AVOCA,NY,14809,0,POINT (300854.9774376697 4697137.290952801),1774,36,101,961000,1400000US36101961000,36101961000,9610,Census Tract 9610,NY,Steuben County,New York,CT,250703538,675439
256,BROOME,725134,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17006,599,KENT STREET,,,WINDSOR,NY,13865,9200,POINT (446847.6206099099 4657856.364876285),3753,36,007,012502,1400000US36007012502,36007012502,125.02,Census Tract 125.02,NY,Broome County,New York,CT,68076590,235539
257,JEFFERSON,725026,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #17286,17953,COUNTY RT 75,,,SACKETS HARBOR,NY,13685,9400,POINT (411025.8752589581 4864418.106761526),2496,36,045,060402,1400000US36045060402,36045060402,604.02,Census Tract 604.02,NY,Jefferson County,New York,CT,60637804,6136963
258,TOMPKINS,725025,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16838,1989,EAST SHORE DRIVE,,,LANSING,NY,14882,0,POINT (376669.5926676601 4710017.642476671),2344,36,109,001500,1400000US36109001500,36109001500,15,Census Tract 15,NY,Tompkins County,New York,CT,44399339,3503437
259,OTSEGO,724830,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17787,318,MAIN ST,,,WORCESTER,NY,12197,9160,POINT (521789.8499000264 4715932.782175389),3781,36,077,590702,1400000US36077590702,36077590702,5907.02,Census Tract 5907.02,NY,Otsego County,New York,CT,120978821,422826
260,WASHINGTON,724826,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17062,11350,NYS RT 149,,,FORT ANN,NY,12827,9160,POINT (621897.9918380562 4807903.121771856),5316,36,115,081002,1400000US36115081002,36115081002,810.02,Census Tract 810.02,NY,Washington County,New York,CT,108096692,729976
